Billing Date,Brand,Article,Site,Site Area,MRP,Promotion Name,Region,POS Billing Quantity,POS Cost,POS Gross Sales,POS Total Discount,POS Tax Amount,POS Net Sales WOT,POS RGM,Vendor,Fiber,Fabric,Brand Tag,Wash Care Instructions,C Technique,Broad Craft,Handloom Mark,Silk Mark,Type,Style Code,Craft Code,Site Name,Bin
2023-02-28,Biba,6288793379,ST17,A,1012,P7,R1,1,467.7674195678228,1012,47.50776237811768,48.22461188109412,916.2676257407882,448.50020617296536,V5,Cotton,Plain,Biba Plain Saree,Handwash Separately,C6,B2,yes,no,Tie-Dyed,6288793,C6,ST17A,1000-1999
2023-01-14,Ciba,6219598406,ST29,B,3641,P20,R2,0,0.0,0,0.0,0.0,0.0,0.0,V6,Cotton,Other,Ciba Other Saree,Handwash Separately,C6,B2,yes,no,Printed,6219598,C6,ST29B,3000-3999
2023-04-05,Aiba,5893802679,ST12,C,1053,P14,R3,1,487.99384572877204,1053,279.64393094485615,38.6678034527572,734.6882656023867,246.6944198736146,V7,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C2,B3,no,no,Embroidered,5893802,C2,ST12C,1000-1999
2023-01-05,Biba,3274160813,ST30,A,4689,P36,R4,1,2292.293482721633,4689,345.5535247598674,217.17232376200664,4126.274151478126,1833.9806687564933,V8,Cotton,Other,Biba Other Saree,Handwash Separately,C8,B3,yes,no,Woven,3274160,C8,ST30A,4000-4999
2023-02-16,Biba,2751521212,ST32,C,7121,P3,R2,1,3520.4913028256256,7121,142.56366413732192,348.9218167931339,6629.514519069544,3109.0232162439183,V9,Cotton,Plain,Biba Plain Saree,Handwash Separately,C5,B3,yes,no,Embroidered,2751521,C5,ST32C,7000-7999
2023-01-09,Biba,6397116998,ST39,C,3937,P29,R4,1,1814.9560818854918,3937,1029.4395157196243,145.3780242140188,2762.182460066357,947.2263781808654,V10,Cotton,Plain,Biba Plain Saree,Handwash Separately,C4,B4,no,no,Tie-Dyed,6397116,C4,ST39C,3000-3999
2023-01-18,Ciba,9813802352,ST35,A,3841,P33,R2,1,1810.7529079405215,3841,364.533442134286,173.82332789328572,3302.6432299724283,1491.8903220319069,V1,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C1,B1,no,no,Printed,9813802,C1,ST35A,3000-3999
2023-03-01,Aiba,8135831604,ST27,B,1851,P12,R3,-1,-881.2051427681392,-1851,-156.2018564571649,-84.73990717714176,-1610.0582363656933,-728.8530935975541,V2,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C5,B1,yes,no,Embroidered,8135831,C5,ST27B,1000-1999
2023-01-01,Aiba,4946850090,ST38,C,3819,P19,R2,1,1825.7136493561047,3819,209.57653636277527,180.47117318186125,3428.9522904553637,1603.238641099259,V3,Silk,Crepe,Aiba Crepe Saree,Dry Clean only,C8,B1,no,yes,Printed,4946850,C8,ST38C,3000-3999
2023-04-07,Biba,9288472607,ST32,B,3754,P18,R2,1,1792.5744562100285,3754,755.8181758587677,149.9090912070616,2848.2727329341706,1055.698276724142,V4,Cotton/Silk,Plain,Biba Plain Saree,Dry Clean only,C1,B2,yes,no,Woven,9288472,C1,ST32B,3000-3999
2023-03-12,Ciba,9205663041,ST01,B,3338,P32,R4,1,1598.4749865861104,3338,546.0464873997274,139.59767563001364,2652.3558369702587,1053.8808503841483,V5,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C8,B2,yes,no,Embroidered,9205663,C8,ST01B,3000-3999
2023-04-03,Ciba,7710827744,ST39,B,8847,P3,R4,1,4094.652523126826,8847,1403.9228665219218,372.15385667390393,7070.923276804175,2976.2707536773487,V6,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C2,B2,no,no,Tie-Dyed,7710827,C2,ST39B,8000-8999
2023-01-08,Aiba,1161551206,ST23,B,8398,P14,R3,1,3820.6973845335815,8398,717.3797402961445,384.0310129851928,7296.589246718662,3475.8918621850808,V7,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C9,B3,no,no,Printed,1161551,C9,ST23B,8000-8999
2023-03-25,Aiba,9162366443,ST07,A,4870,P38,R3,1,2347.3411091471535,4870,182.6784704625972,234.36607647687015,4452.955453060533,2105.6143439133793,V8,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C8,B3,yes,no,Embroidered,9162366,C8,ST07A,4000-4999
2023-02-21,Ciba,3621707172,ST07,C,5307,P11,R3,1,2562.2322192340957,5307,1397.4377096618477,195.47811451690762,3714.0841758212446,1151.8519565871488,V9,Cotton,Satin,Ciba Satin Saree,Handwash Separately,C8,B3,no,no,Embroidered,3621707,C8,ST07C,5000-5999
2023-02-28,Ciba,2662266981,ST25,A,2750,P13,R1,1,1300.3755143976323,2750,444.4577587790179,115.2771120610491,2190.2651291599327,889.8896147623004,V10,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C8,B4,no,no,Woven,2662266,C8,ST25A,2000-2999
2023-01-30,Aiba,4144337099,ST29,A,1503,P24,R2,1,733.2286389762882,1503,190.91758372369003,65.6041208138155,1246.4782954624943,513.2496564862062,V1,Cotton/Silk,Plain,Aiba Plain Saree,Dry Clean only,C1,B1,no,no,Embroidered,4144337,C1,ST29A,1000-1999
2023-01-14,Aiba,5621317011,ST09,A,7013,P27,R3,1,3346.918010587077,7013,815.2758980101507,309.8862050994925,5887.837896890357,2540.9198863032802,V2,Modal,Plain,Aiba Plain Saree,Handwash Separately,C4,B1,no,no,Tie-Dyed,5621317,C4,ST09A,7000-7999
2023-03-29,Biba,8941945512,ST23,C,6223,P22,R3,1,3100.7411065804754,6223,296.2037917100741,296.3398104144963,5630.4563978754295,2529.715291294954,V3,Cotton,Plain,Biba Plain Saree,Handwash Separately,C9,B1,yes,no,Embroidered,8941945,C9,ST23C,6000-6999
2023-03-30,Ciba,1775549503,ST21,B,5691,P36,R2,1,2796.7004229417516,5691,1074.0898848710365,230.84550575644818,4386.064609372515,1589.3641864307638,V4,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C6,B2,yes,no,Printed,1775549,C6,ST21B,5000-5999
2023-01-04,Aiba,7534780400,ST02,C,9299,P28,R3,1,4558.233736108417,9299,461.8586177442157,441.85706911278925,8395.284313142995,3837.050577034577,V5,Cotton,Georgette,Aiba Georgette Saree,Handwash Separately,C1,B2,no,no,Woven,7534780,C1,ST02C,9000-9999
2023-01-20,Aiba,5775703116,ST14,A,4348,P17,R4,1,2148.023070708558,4348,1120.5231191676419,161.3738440416179,3066.10303679074,918.0799660821822,V6,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C5,B2,yes,no,Tie-Dyed,5775703,C5,ST14A,4000-4999
2023-03-01,Biba,6292823408,ST10,C,7361,P18,R2,1,3397.230438189884,7361,412.76682557832504,347.41165872108377,6600.821515700592,3203.5910775107077,V7,Cotton,Plain,Biba Plain Saree,Handwash Separately,C1,B3,no,no,Tie-Dyed,6292823,C1,ST10C,7000-7999
2023-03-27,Biba,4386865511,ST35,A,7443,P21,R2,1,3372.216993292183,7443,1273.5306721487739,308.4734663925613,5860.995861458665,2488.778868166482,V8,Cotton,Plain,Biba Plain Saree,Handwash Separately,C10,B3,yes,no,Woven,4386865,C10,ST35A,7000-7999
2023-01-06,Biba,2052682985,ST40,A,1797,P2,R4,1,859.0101999938615,1797,164.55596274348613,81.6222018628257,1550.8218353936882,691.8116353998266,V9,Cotton,Plain,Biba Plain Saree,Handwash Separately,C4,B3,yes,no,Woven,2052682,C4,ST40A,1000-1999
2023-02-23,Aiba,4222654170,ST05,C,6038,P12,R3,1,2806.562195439893,6038,19.73682415659401,300.91315879217035,5717.350017051236,2910.787821611343,V10,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C5,B4,no,no,Embroidered,4222654,C5,ST05C,6000-6999
2023-02-03,Ciba,5065773458,ST03,C,3119,P32,R3,1,1544.5693002878645,3119,491.348197959172,131.3825901020414,2496.2692119387866,951.6999116509221,V1,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C8,B1,no,no,Woven,5065773,C8,ST03C,3000-3999
2023-04-09,Ciba,5043843302,ST08,A,8214,P21,R3,1,4028.651423407674,8214,2407.3684938229635,290.3315753088518,5516.299930868185,1487.6485074605107,V2,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C5,B1,no,no,Tie-Dyed,5043843,C5,ST08A,8000-8999
2023-03-25,Ciba,5915912041,ST01,A,2571,P30,R4,1,1243.1766358895686,2571,102.50168045252343,123.42491597737383,2345.0734035701025,1101.896767680534,V3,Modal,Satin,Ciba Satin Saree,Handwash Separately,C1,B1,no,no,Tie-Dyed,5915912,C1,ST01A,2000-2999
2023-01-06,Ciba,9464474741,ST17,B,2900,P36,R1,1,1432.394466013093,2900,529.418315342503,118.52908423287487,2252.052600424622,819.6581344115291,V4,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C9,B2,yes,no,Woven,9464474,C9,ST17B,2000-2999
2023-02-11,Ciba,3917023633,ST07,B,9196,P34,R3,1,4430.0499820589075,9196,506.7110430921299,434.4644478453936,8254.824509062477,3824.7745270035693,V5,Silk,Plain,Ciba Plain Saree,Dry Clean only,C4,B2,yes,yes,Woven,3917023,C4,ST07B,9000-9999
2023-02-01,Ciba,8625256924,ST27,B,5529,P8,R3,1,2576.617804861671,5529,1170.0381563240842,217.94809218379578,4141.01375149212,1564.3959466304486,V6,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C10,B2,no,no,Woven,8625256,C10,ST27B,5000-5999
2023-03-11,Aiba,2817643258,ST09,C,8960,P14,R3,1,4044.8645422287063,8960,1741.6032125268657,360.9198393736567,6857.476948099477,2812.612405870771,V7,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C8,B3,no,no,Woven,2817643,C8,ST09C,8000-8999
2023-03-30,Aiba,3795491449,ST13,A,2199,P29,R1,1,1047.8877623120723,2199,15.318983613474076,109.18405081932629,2074.4969655671994,1026.609203255127,V8,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C6,B3,no,no,Printed,3795491,C6,ST13A,2000-2999
2023-04-01,Aiba,1803818878,ST20,C,9864,P31,R2,1,4578.875116015347,9864,2333.5341390815242,376.52329304592377,7153.942567872551,2575.067451857204,V9,Cotton,Satin,Aiba Satin Saree,Handwash Separately,C6,B3,no,no,Tie-Dyed,1803818,C6,ST20C,9000-9999
2023-04-02,Ciba,2100516681,ST12,A,6541,P24,R3,1,3121.465547489871,6541,1936.7090028089626,230.21454985955188,4374.076447331486,1252.6108998416148,V10,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C10,B4,no,no,Tie-Dyed,2100516,C10,ST12A,6000-6999
2023-01-13,Ciba,2759016999,ST09,B,6847,P27,R3,1,3382.7226318909693,6847,603.2142367879667,312.1892881606017,5931.596475051431,2548.873843160462,V1,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C2,B1,yes,no,Embroidered,2759016,C2,ST09B,6000-6999
2023-01-01,Aiba,3636293722,ST27,C,3999,P13,R3,1,1889.1940714835173,3999,822.862204743706,158.8068897628147,3017.3309054934793,1128.136834009962,V2,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C5,B1,no,no,Tie-Dyed,3636293,C5,ST27C,3000-3999
2023-03-03,Ciba,8528909710,ST31,C,4213,P7,R1,1,2080.8776942308714,4213,241.02032616440636,198.5989836917797,3773.380690143814,1692.5029959129424,V3,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C1,B1,no,no,Woven,8528909,C1,ST31C,4000-4999
2023-02-24,Aiba,8556835510,ST27,A,4089,P21,R3,1,1840.7537977581517,4089,234.0997237190289,192.74501381404855,3662.1552624669225,1821.4014647087708,V4,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C1,B2,yes,no,Embroidered,8556835,C1,ST27A,4000-4999
2023-04-02,Biba,7513433882,ST14,C,4750,P39,R4,1,2192.3018980643033,4750,465.0632742893512,214.24683628553245,4070.6898894251162,1878.387991360813,V5,Cotton,Georgette,Biba Georgette Saree,Handwash Separately,C1,B2,no,no,Embroidered,7513433,C1,ST14C,4000-4999
2023-03-19,Biba,9228451980,ST04,C,2121,P9,R1,1,1024.3916648175557,2121,459.68566036716453,83.06571698164178,1578.2486226511937,553.856957833638,V6,Cotton,Other,Biba Other Saree,Handwash Separately,C1,B2,no,no,Printed,9228451,C1,ST04C,2000-2999
2023-01-01,Biba,6061232725,ST29,A,9422,P5,R2,1,4497.9154161678425,9422,1536.4367649662772,394.2781617516862,7491.285073282037,2993.3696571141945,V7,Cotton,Plain,Biba Plain Saree,Handwash Separately,C5,B3,yes,no,Printed,6061232,C5,ST29A,9000-9999
2023-04-06,Biba,2292988388,ST11,A,1085,P30,R2,1,503.5433139891362,1085,124.70113421036024,48.01494328948199,912.2839225001578,408.7406085110216,V8,Cotton,Plain,Biba Plain Saree,Handwash Separately,C1,B3,yes,no,Tie-Dyed,2292988,C1,ST11A,1000-1999
2023-01-04,Aiba,1001025782,ST11,B,2419,P4,R2,1,1206.9687972837687,2419,472.3386996524784,97.33306501737609,1849.3282353301454,642.3594380463767,V9,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C6,B3,no,no,Embroidered,1001025,C6,ST11B,2000-2999
2023-02-03,Ciba,7273290450,ST22,A,1214,P22,R3,1,603.43160137326,1214,15.92852822922238,59.90357358853888,1138.1678981822388,534.7362968089788,V10,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C1,B4,yes,no,Printed,7273290,C1,ST22A,1000-1999
2023-03-10,Biba,5576581819,ST31,B,5661,P28,R1,1,2700.1065269888863,5661,470.93285696328275,259.50335715183587,4930.563785884881,2230.457258895995,V1,Cotton,Plain,Biba Plain Saree,Handwash Separately,C4,B1,no,no,Woven,5576581,C4,ST31B,5000-5999
2023-01-02,Biba,5111227707,ST22,B,7831,P27,R3,1,3652.602263119189,7831,1987.4769268308253,292.17615365845876,5551.346919510715,1898.7446563915264,V2,Cotton,Plain,Biba Plain Saree,Handwash Separately,C8,B1,yes,no,Embroidered,5111227,C8,ST22B,7000-7999
2023-01-17,Biba,2369156729,ST34,B,7532,P8,R1,1,3430.2288196587165,7532,960.2457503631814,328.587712481841,6243.166537154978,2812.9377174962615,V3,Cotton,Plain,Biba Plain Saree,Handwash Separately,C5,B1,no,no,Tie-Dyed,2369156,C5,ST34B,7000-7999
2023-04-10,Biba,8764454286,ST01,A,6275,P20,R4,1,3132.9206603779367,6275,1582.0890982745416,234.64554508627293,4458.2653566391855,1325.3446962612488,V4,Cotton,Plain,Biba Plain Saree,Handwash Separately,C1,B2,no,no,Embroidered,8764454,C1,ST01A,6000-6999
2023-02-21,Ciba,2583104614,ST09,B,7627,P24,R3,1,3569.0069801664463,7627,1071.078819970147,327.79605900149267,6228.12512102836,2659.1181408619136,V5,Modal,Chiffon,Ciba Chiffon Saree,Handwash Separately,C6,B2,yes,no,Printed,2583104,C6,ST09B,7000-7999
2023-01-28,Aiba,4795627491,ST30,A,4615,P1,R4,1,2083.66910429374,4615,844.9568603901945,188.5021569804903,3581.5409826293153,1497.8718783355753,V6,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C5,B2,yes,no,Tie-Dyed,4795627,C5,ST30A,4000-4999
2023-02-04,Biba,1483992101,ST29,B,7148,P23,R2,1,3353.5396088077173,7148,1769.984565167078,268.9007717416461,5109.114663091275,1755.575054283558,V7,Cotton,Plain,Biba Plain Saree,Handwash Separately,C9,B3,yes,no,Embroidered,1483992,C9,ST29B,7000-7999
2023-02-28,Biba,8532745213,ST21,A,9422,P34,R2,0,0.0,0,0.0,0.0,0.0,0.0,V8,Cotton,Plain,Biba Plain Saree,Handwash Separately,C1,B3,no,no,Embroidered,8532745,C1,ST21A,9000-9999
2023-02-24,Biba,4771025785,ST24,C,3762,P33,R4,0,0.0,0,0.0,0.0,0.0,0.0,V9,Cotton,Plain,Biba Plain Saree,Handwash Separately,C3,B3,no,no,Tie-Dyed,4771025,C3,ST24C,3000-3999
2023-01-09,Biba,5613912489,ST34,B,5153,P5,R1,0,0.0,0,0.0,0.0,0.0,0.0,V10,Cotton,Plain,Biba Plain Saree,Handwash Separately,C3,B4,no,no,Embroidered,5613912,C3,ST34B,5000-5999
2023-02-17,Aiba,8834284561,ST23,C,4329,P31,R3,1,2159.5521631585834,4329,987.3236632381696,167.08381683809154,3174.592519923739,1015.0403567651556,V1,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C8,B1,no,no,Tie-Dyed,8834284,C8,ST23C,4000-4999
2023-03-29,Aiba,3979810000,ST09,A,1084,P35,R3,1,514.5936359564695,1084,262.8742750610371,41.05628624694815,780.0694386920147,265.47580273554524,V2,Cotton,Satin,Aiba Satin Saree,Handwash Separately,C4,B1,yes,no,Woven,3979810,C4,ST09A,1000-1999
2023-01-28,Biba,6472719859,ST14,A,7498,P24,R4,1,3576.6757856043373,7498,72.33020123369721,371.28348993831514,7054.386308827988,3477.7105232236504,V3,Cotton,Plain,Biba Plain Saree,Handwash Separately,C9,B1,no,no,Woven,6472719,C9,ST14A,7000-7999
2023-03-12,Ciba,2880060414,ST21,B,1244,P27,R2,1,563.8940688493058,1244,2.8970690843754614,62.05514654578123,1179.0477843698432,615.1537155205374,V4,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C3,B2,yes,no,Printed,2880060,C3,ST21B,1000-1999
2023-03-15,Biba,3808431663,ST14,B,5416,P18,R4,1,2446.9474715478514,5416,887.0697212449494,226.44651393775254,4302.483764817298,1855.5362932694466,V5,Cotton/Silk,Georgette,Biba Georgette Saree,Dry Clean only,C10,B2,yes,no,Woven,3808431,C10,ST14B,5000-5999
2023-02-21,Biba,9486289712,ST05,C,5835,P8,R3,1,2705.9098391923408,5835,1353.0905417455472,224.09547291272267,4257.813985341731,1551.9041461493898,V6,Cotton,Plain,Biba Plain Saree,Handwash Separately,C5,B2,no,no,Woven,9486289,C5,ST05C,5000-5999
2023-03-11,Biba,3695718226,ST07,C,9021,P20,R3,1,4206.698225977658,9021,736.2805758862293,414.2359712056886,7870.483452908083,3663.785226930425,V7,Cotton/Silk,Plain,Biba Plain Saree,Dry Clean only,C3,B3,no,no,Printed,3695718,C3,ST07C,9000-9999
2023-03-17,Aiba,5558613402,ST11,C,3198,P40,R2,1,1592.3750165933307,3198,701.772562287032,124.8113718856484,2371.4160658273195,779.0410492339888,V8,Linen,Plain,Aiba Plain Saree,Handwash Separately,C4,B3,yes,no,Printed,5558613,C4,ST11C,3000-3999
2023-01-06,Biba,5463051776,ST27,A,5184,P34,R3,1,2472.1394259479853,5184,327.3466657992675,242.83266671003662,4613.820667490696,2141.6812415427107,V9,Cotton,Plain,Biba Plain Saree,Handwash Separately,C9,B3,no,no,Woven,5463051,C9,ST27A,5000-5999
2023-01-27,Aiba,4562972183,ST31,C,8430,P38,R1,1,4126.564294538926,8430,242.59493262730686,409.3702533686347,7778.034814004059,3651.4705194651324,V10,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C2,B4,no,no,Embroidered,4562972,C2,ST31C,8000-8999
2023-01-16,Aiba,9474773532,ST14,A,5739,P5,R4,1,2596.962543556285,5739,1170.617814885831,228.41910925570846,4339.963075858461,1743.000532302176,V1,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C6,B1,no,no,Embroidered,9474773,C6,ST14A,5000-5999
2023-02-15,Biba,8423390893,ST16,C,9313,P38,R4,1,4336.69399630984,9313,1930.2364546760193,369.1381772661991,7013.625368057782,2676.9313717479417,V2,Cotton,Plain,Biba Plain Saree,Handwash Separately,C8,B1,yes,no,Embroidered,8423390,C8,ST16C,9000-9999
2023-04-04,Aiba,1175786032,ST04,C,9931,P35,R1,1,4705.832601662241,9931,130.6874943826511,490.0156252808674,9310.296880336482,4604.464278674241,V3,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C5,B1,yes,no,Printed,1175786,C5,ST04C,9000-9999
2023-03-05,Aiba,3876818524,ST02,A,5517,P34,R3,1,2750.835274616599,5517,1210.2169390920205,215.33915304539897,4091.44390786258,1340.6086332459813,V4,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C9,B2,yes,no,Woven,3876818,C9,ST02A,5000-5999
2023-02-19,Ciba,2241963705,ST06,C,2952,P25,R1,1,1382.4097740636616,2952,163.3422121461014,139.43288939269493,2649.224898461204,1266.8151243975421,V5,Linen,Plain,Ciba Plain Saree,Handwash Separately,C6,B2,no,no,Printed,2241963,C6,ST06C,2000-2999
2023-01-17,Ciba,6471731743,ST24,C,9552,P10,R4,1,4630.627541108875,9552,825.4211486283181,436.3289425685841,8290.249908803098,3659.6223676942227,V6,Modal,Other,Ciba Other Saree,Handwash Separately,C3,B2,no,no,Printed,6471731,C3,ST24C,9000-9999
2023-01-09,Biba,3417238885,ST36,A,8887,P14,R4,0,0.0,0,0.0,0.0,0.0,0.0,V7,Cotton,Plain,Biba Plain Saree,Handwash Separately,C3,B3,yes,no,Printed,3417238,C3,ST36A,8000-8999
2023-03-02,Aiba,3331322934,ST07,A,8532,P13,R3,1,4055.9560431605205,8532,1416.5052299866493,355.7747385006676,6759.720031512683,2703.7639883521624,V8,Cotton,Satin,Aiba Satin Saree,Handwash Separately,C10,B3,yes,no,Printed,3331322,C10,ST07A,8000-8999
2023-01-05,Ciba,2085596735,ST23,B,6595,P32,R3,1,2982.851026224696,6595,1815.555444256007,238.97222778719967,4540.472327956793,1557.6213017320974,V9,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C3,B3,no,no,Printed,2085596,C3,ST23B,6000-6999
2023-01-04,Aiba,5797000334,ST20,A,2205,P7,R2,1,1040.708604781399,2205,518.9915071969236,84.30042464015384,1601.7080681629227,560.9994633815238,V10,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C4,B4,yes,no,Embroidered,5797000,C4,ST20A,2000-2999
2023-02-08,Aiba,6509671602,ST07,A,5180,P37,R3,1,2451.925792210426,5180,169.57629656271112,250.52118517186446,4759.902518265425,2307.976726054999,V1,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C2,B1,yes,no,Embroidered,6509671,C2,ST07A,5000-5999
2023-01-09,Biba,2100833579,ST08,A,1136,P11,R3,1,545.6522572574304,1136,333.4829642171168,40.125851789144164,762.3911839937391,216.7389267363087,V2,Cotton,Plain,Biba Plain Saree,Handwash Separately,C8,B1,no,no,Printed,2100833,C8,ST08A,1000-1999
2023-02-24,Biba,1304398071,ST25,B,4724,P22,R1,1,2174.5727263789563,4724,5.952631148884102,235.9023684425558,4482.14500040856,2307.5722740296037,V3,Cotton,Plain,Biba Plain Saree,Handwash Separately,C9,B1,yes,no,Embroidered,1304398,C9,ST25B,4000-4999
2023-03-13,Biba,2490389117,ST34,B,3203,P2,R1,1,1528.1692066309124,3203,150.60682817482515,152.61965859125874,2899.7735132339158,1371.6043066030034,V4,Cotton,Plain,Biba Plain Saree,Handwash Separately,C3,B2,no,no,Embroidered,2490389,C3,ST34B,3000-3999
2023-03-15,Biba,1768111118,ST04,A,9261,P34,R1,1,4205.227746344686,9261,821.994735421,421.95026322895,8017.055001350051,3811.8272550053643,V5,Cotton,Plain,Biba Plain Saree,Handwash Separately,C7,B2,no,no,Tie-Dyed,1768111,C7,ST04A,9000-9999
2023-03-20,Ciba,6046216650,ST06,B,3941,P36,R1,1,1866.138860879239,3941,410.6643709948392,176.51678145025804,3353.8188475549027,1487.6799866756637,V6,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C5,B2,yes,no,Embroidered,6046216,C5,ST06B,3000-3999
2023-03-08,Biba,6060558599,ST31,A,8438,P1,R1,1,4009.6696309056288,8438,2321.225902368969,305.83870488155156,5810.935392749479,1801.2657618438507,V7,Cotton,Plain,Biba Plain Saree,Handwash Separately,C5,B3,no,no,Woven,6060558,C5,ST31A,8000-8999
2023-03-14,Aiba,2836775429,ST09,C,5555,P25,R3,1,2773.6968277603623,5555,516.1460604777803,251.942696976111,4786.911242546109,2013.2144147857466,V8,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C3,B3,yes,no,Woven,2836775,C3,ST09C,5000-5999
2023-02-25,Ciba,2693571632,ST36,C,2628,P30,R4,1,1222.9092366205587,2628,412.1321541308963,110.7933922934552,2105.0744535756485,882.1652169550898,V9,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C6,B3,yes,no,Printed,2693571,C6,ST36C,2000-2999
2023-02-27,Ciba,2035502058,ST14,B,1193,P7,R4,1,561.2633356279857,1193,233.2291792129341,47.988541039353294,911.7822797477126,350.5189441197268,V10,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C9,B4,no,no,Tie-Dyed,2035502,C9,ST14B,1000-1999
2023-01-08,Ciba,5949438391,ST02,C,8130,P38,R3,1,4040.167214321984,8130,819.9036922330508,365.5048153883475,6944.591492378602,2904.4242780566183,V1,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C2,B1,no,no,Tie-Dyed,5949438,C2,ST02C,8000-8999
2023-03-29,Biba,1074686805,ST24,C,7774,P22,R4,1,3708.242378693968,7774,197.72053394226265,378.8139733028869,7197.465492754851,3489.223114060883,V2,Cotton,Plain,Biba Plain Saree,Handwash Separately,C10,B1,no,no,Embroidered,1074686,C10,ST24C,7000-7999
2023-01-08,Ciba,7013187443,ST23,A,4576,P22,R3,1,2207.718477790629,4576,321.5602648714997,212.72198675642505,4041.7177483720757,1833.9992705814466,V3,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C4,B1,yes,no,Tie-Dyed,7013187,C4,ST23A,4000-4999
2023-01-27,Aiba,3978115005,ST38,A,7251,P36,R2,1,3289.9895763978884,7251,1096.8987060186807,307.705064699066,5846.396229282253,2556.406652884365,V4,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C6,B2,yes,no,Tie-Dyed,3978115,C6,ST38A,7000-7999
2023-03-31,Aiba,1989091430,ST35,B,6505,P20,R2,1,3077.938920210453,6505,682.9381367790885,291.1030931610456,5530.958770059866,2453.019849849413,V5,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C2,B2,no,no,Printed,1989091,C2,ST35B,6000-6999
2023-03-18,Aiba,9357935309,ST09,B,9186,P32,R3,1,4493.226784998729,9186,1352.8425015339724,391.6578749233014,7441.499623542726,2948.272838543997,V6,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C9,B2,no,no,Tie-Dyed,9357935,C9,ST09B,9000-9999
2023-02-05,Biba,5921298502,ST34,C,2045,P38,R1,1,1019.164468268336,2045,255.10566637347964,89.49471668132603,1700.3996169451943,681.2351486768583,V7,Cotton,Plain,Biba Plain Saree,Handwash Separately,C7,B3,no,no,Printed,5921298,C7,ST34C,2000-2999
2023-03-17,Biba,8928501064,ST22,C,8519,P5,R3,1,4033.1050991868956,8519,948.4093523060031,378.5295323846999,7192.061115309298,3158.956016122402,V8,Cotton,Plain,Biba Plain Saree,Handwash Separately,C6,B3,no,no,Woven,8928501,C6,ST22C,8000-8999
2023-03-20,Aiba,9309538997,ST04,B,5022,P35,R1,1,2396.360006563077,5022,1278.465797912862,187.1767101043569,3556.357491982781,1159.997485419704,V9,Silk,Plain,Aiba Plain Saree,Dry Clean only,C10,B3,no,yes,Woven,9309538,C10,ST04B,5000-5999
2023-02-04,Ciba,9267438305,ST06,A,1573,P9,R1,1,708.0741218276466,1573,146.55107833477246,71.32244608326138,1355.1264755819661,647.0523537543195,V10,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C4,B4,no,no,Woven,9267438,C4,ST06A,1000-1999
2023-03-26,Aiba,9430848267,ST13,B,6148,P17,R1,1,2837.448243345464,6148,656.5221845782003,274.57389077109,5216.90392465071,2379.455681305246,V1,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C3,B1,yes,no,Tie-Dyed,9430848,C3,ST13B,6000-6999
