Billing Date,Brand,Article,Site,Site Area,MRP,Promotion Name,Region,POS Billing Quantity,POS Cost,POS Gross Sales,POS Total Discount,POS Tax Amount,POS Net Sales WOT,POS RGM,Vendor,Fiber,Fabric,Brand Tag,Wash Care Instructions,C Technique,Broad Craft,Handloom Mark,Silk Mark,Type,Style Code,Craft Code,Site Name,Bin
2023-01-18,Aiba,2204595689,ST26,C,6400,P27,R2,1,0.4754941771562824,6400,546.5564576534756,292.67217711732627,5560.771365229199,5560.2958710520425,V7,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C6,B3,no,no,Printed,2204595,C6,ST26C,6000-6999
2023-02-22,Biba,8251438410,ST08,A,1146,P30,R3,1,0.46095293241879026,1146,111.88359460594273,51.70582026970286,982.4105851243544,981.9496321919356,V8,Cotton,Plain,Biba Plain Saree,Handwash Separately,C7,B3,no,no,Embroidered,8251438,C7,ST08A,1000-1999
2023-01-12,Aiba,9262690898,ST16,A,7100,P8,R1,1,0.450981275654362,7100,1950.7384469516733,257.46307765241636,4891.798475395911,4891.347494120257,V9,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C7,B3,no,no,Tie-Dyed,9262690,C7,ST16A,7000-7999
2023-03-05,Biba,5266553648,ST01,C,9747,P25,R2,1,0.4589421991749093,9747,929.7561277272262,440.86219361363874,8376.381678659136,8375.922736459961,V10,Cotton,Plain,Biba Plain Saree,Handwash Separately,C10,B4,no,no,Printed,5266553,C10,ST01C,9000-9999
2023-02-08,Aiba,2903251872,ST04,C,5476,P39,R3,1,0.4664390048553593,5476,161.3048398183985,265.7347580090801,5048.960402172522,5048.493963167666,V1,Cotton/Silk,Georgette,Aiba Georgette Saree,Dry Clean only,C5,B1,no,no,Printed,2903251,C5,ST04C,5000-5999
2023-02-03,Aiba,6109311631,ST32,A,7751,P11,R3,1,0.46519105688755813,7751,1832.6049601152815,295.9197519942359,5622.475287890482,5622.010096833595,V2,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C7,B1,no,no,Printed,6109311,C7,ST32A,7000-7999
2023-04-03,Ciba,3980947262,ST34,B,5166,P29,R2,1,0.4930104321368219,5166,1179.5702027141404,199.32148986429297,3787.1083074215667,3786.6152969894297,V3,Cotton,Other,Ciba Other Saree,Handwash Separately,C8,B1,yes,no,Printed,3980947,C8,ST34B,5000-5999
2023-01-26,Aiba,1844873922,ST23,C,7040,P32,R3,0,0.0,0,0.0,0.0,0.0,0.0,V4,Modal,Plain,Aiba Plain Saree,Handwash Separately,C7,B2,no,no,Embroidered,1844873,C7,ST23C,7000-7999
2023-03-29,Biba,1227341132,ST10,C,3902,P18,R3,1,0.47870691558918,3902,1085.8398125438202,140.80800937280898,2675.3521780833707,2674.8734711677816,V5,Cotton,Plain,Biba Plain Saree,Handwash Separately,C4,B2,no,no,Embroidered,1227341,C4,ST10C,3000-3999
2023-03-10,Aiba,2684392905,ST05,C,1238,P11,R3,1,0.4954221113397672,1238,126.74363682809067,55.56281815859546,1055.6935450133137,1055.1981229019739,V6,Cotton,Georgette,Aiba Georgette Saree,Handwash Separately,C4,B2,no,no,Embroidered,2684392,C4,ST05C,1000-1999
2023-03-13,Ciba,1801588658,ST38,C,5955,P18,R1,1,0.48807722127525544,5955,1323.8073177803424,231.55963411098287,4399.633048108674,4399.144970887399,V7,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C1,B3,yes,no,Woven,1801588,C1,ST38C,5000-5999
2023-02-01,Biba,2785567468,ST33,A,9163,P12,R1,0,0.0,0,0.0,0.0,0.0,0.0,V8,Cotton,Plain,Biba Plain Saree,Handwash Separately,C8,B3,yes,no,Tie-Dyed,2785567,C8,ST33A,9000-9999
2023-01-21,Biba,1530128472,ST36,B,6744,P19,R1,1,0.4909725300488327,6744,220.12491735378447,326.1937541323108,6197.681328513905,6197.1903559838565,V9,Cotton,Plain,Biba Plain Saree,Handwash Separately,C1,B3,no,no,Tie-Dyed,1530128,C1,ST36B,6000-6999
2023-02-28,Ciba,8758817398,ST18,C,1661,P7,R4,0,0.0,0,0.0,0.0,0.0,0.0,V10,Cotton/Silk,Plain,Ciba Plain Saree,Dry Clean only,C3,B4,no,no,Embroidered,8758817,C3,ST18C,1000-1999
2023-02-14,Aiba,3813485433,ST31,A,7526,P2,R1,1,0.4718972727158647,7526,5.81944105161503,376.00902794741927,7144.171531000966,7143.69963372825,V1,Cotton/Silk,Plain,Aiba Plain Saree,Dry Clean only,C8,B1,yes,no,Printed,3813485,C8,ST31A,7000-7999
2023-03-04,Aiba,3560803822,ST34,B,2749,P10,R2,1,0.4864949434246708,2749,89.59660148367588,132.9701699258162,2526.433228590508,2525.9467336470834,V2,Linen,Plain,Aiba Plain Saree,Handwash Separately,C3,B1,no,no,Printed,3560803,C3,ST34B,2000-2999
2023-04-10,Ciba,5708508339,ST04,C,5147,P13,R3,1,0.4702629070905333,5147,1196.8833524950044,197.5058323752498,3752.6108151297462,3752.1405522226555,V3,Cotton,Georgette,Ciba Georgette Saree,Handwash Separately,C10,B1,yes,no,Tie-Dyed,5708508,C10,ST04C,5000-5999
2023-03-28,Ciba,4839444962,ST03,C,5715,P23,R2,1,0.48695684217791524,5715,1505.099903798748,210.49500481006262,3999.4050913911897,3998.918134549012,V4,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C3,B2,no,no,Embroidered,4839444,C3,ST03C,5000-5999
2023-02-02,Aiba,7408574214,ST40,C,6261,P39,R2,1,0.45810071787702583,6261,456.18973138187783,290.2405134309061,5514.569755187215,5514.111654469339,V5,Silk,Plain,Aiba Plain Saree,Dry Clean only,C9,B2,yes,yes,Tie-Dyed,7408574,C9,ST40C,6000-6999
2023-03-25,Biba,7673881411,ST04,C,5093,P10,R3,1,0.4817786696253471,5093,65.28014736183077,251.38599263190847,4776.333860006261,4775.852081336635,V6,Cotton,Plain,Biba Plain Saree,Handwash Separately,C3,B2,yes,no,Printed,7673881,C3,ST04C,5000-5999
2023-04-05,Ciba,8818991348,ST14,C,3460,P1,R4,1,0.4524472722599412,3460,437.4627309712839,151.1268634514358,2871.41040557728,2870.95795830502,V7,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C2,B3,no,no,Tie-Dyed,8818991,C2,ST14C,3000-3999
2023-01-06,Aiba,5291995907,ST25,A,9555,P34,R4,0,0.0,0,0.0,0.0,0.0,0.0,V8,Cotton,Satin,Aiba Satin Saree,Handwash Separately,C7,B3,no,no,Embroidered,5291995,C7,ST25A,9000-9999
2023-04-05,Aiba,5745923906,ST02,B,2547,P17,R4,1,0.45393648353206456,2547,496.5522149036869,102.52238925481566,1947.9253958414974,1947.4714593579654,V9,Cotton,Georgette,Aiba Georgette Saree,Handwash Separately,C6,B3,no,no,Tie-Dyed,5745923,C6,ST02B,2000-2999
2023-02-17,Ciba,3339355457,ST27,C,2676,P36,R4,1,0.45258395349064545,2676,655.3074739050362,101.0346263047482,1919.6578997902157,1919.205315836725,V10,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C10,B4,yes,no,Tie-Dyed,3339355,C10,ST27C,2000-2999
2023-02-05,Biba,6914084375,ST36,A,9788,P10,R1,1,0.49227444697793177,9788,2776.90428917685,350.55478554115757,6660.540925281993,6660.048650835015,V1,Cotton,Plain,Biba Plain Saree,Handwash Separately,C1,B1,yes,no,Tie-Dyed,6914084,C1,ST36A,9000-9999
2023-03-19,Biba,2958079996,ST35,C,1255,P30,R2,1,0.47632018308854673,1255,166.02188587640637,54.44890570617968,1034.5292084174139,1034.0528882343253,V2,Cotton,Plain,Biba Plain Saree,Handwash Separately,C10,B1,yes,no,Printed,2958079,C10,ST35C,1000-1999
2023-03-09,Ciba,9078970413,ST21,C,9282,P5,R2,1,0.4683694909826472,9282,1651.6837697947174,381.51581151026414,7248.800418695018,7248.332049204036,V3,Modal,Plain,Ciba Plain Saree,Handwash Separately,C2,B1,yes,no,Printed,9078970,C2,ST21C,9000-9999
2023-02-25,Aiba,5688664096,ST17,A,4108,P30,R4,1,0.4663529668744189,4108,509.24302560599676,179.93784871970016,3418.819125674303,3418.3527727074284,V4,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C9,B2,yes,no,Tie-Dyed,5688664,C9,ST17A,4000-4999
2023-02-25,Ciba,2642190565,ST13,C,2769,P9,R2,1,0.4640803155850906,2769,810.1805962907231,97.94097018546385,1860.878433523813,1860.414353208228,V5,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C3,B2,no,no,Tie-Dyed,2642190,C3,ST13C,2000-2999
2023-03-30,Biba,5771890405,ST36,B,2903,P1,R1,1,0.46212198162110296,2903,12.464248855326671,144.52678755723366,2746.0089635874397,2745.5468416058184,V6,Cotton,Satin,Biba Satin Saree,Handwash Separately,C2,B2,yes,no,Woven,5771890,C2,ST36B,2000-2999
2023-02-28,Biba,6204490114,ST04,A,1414,P8,R3,1,0.46602273056632015,1414,395.6620170961817,50.91689914519092,967.4210837586274,966.9550610280611,V7,Cotton,Plain,Biba Plain Saree,Handwash Separately,C3,B3,no,no,Embroidered,6204490,C3,ST04A,1000-1999
2023-01-11,Ciba,1025914811,ST38,B,1843,P29,R1,1,0.450421193112607,1843,439.449964209874,70.17750178950631,1333.3725340006197,1332.9221128075071,V8,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C1,B3,no,no,Tie-Dyed,1025914,C1,ST38B,1000-1999
2023-01-17,Ciba,4747083826,ST12,B,2165,P27,R4,-1,-0.4983130805181265,-2165,-241.944979296999,-96.15275103515006,-1826.902269667851,-1826.403956587333,V9,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C6,B3,no,no,Printed,4747083,C6,ST12B,2000-2999
2023-03-27,Biba,8131488499,ST28,C,6369,P21,R3,1,0.4531244883631409,6369,156.64031544820853,310.6179842275896,5901.741700324202,5901.288575835839,V10,Cotton,Plain,Biba Plain Saree,Handwash Separately,C7,B4,yes,no,Tie-Dyed,8131488,C7,ST28C,6000-6999
2023-01-28,Aiba,5683722982,ST32,B,8512,P19,R3,1,0.4989706129102326,8512,63.52302638416579,422.4238486807917,8026.053124935042,8025.5541543221325,V1,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C5,B1,no,no,Embroidered,5683722,C5,ST32B,8000-8999
2023-01-24,Aiba,1823709923,ST28,A,7349,P30,R3,1,0.48508656092345254,7349,1967.7492367468064,269.0625381626597,5112.188225090534,5111.70313852961,V2,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C1,B1,yes,no,Tie-Dyed,1823709,C1,ST28A,7000-7999
2023-03-25,Biba,4763221060,ST07,C,2683,P18,R1,1,0.4702241008446718,2683,401.89371327653953,114.05531433617303,2167.0509723872874,2166.580748286443,V3,Modal,Plain,Biba Plain Saree,Handwash Separately,C1,B1,no,no,Printed,4763221,C1,ST07C,2000-2999
2023-03-20,Biba,7440921998,ST18,B,8095,P32,R4,1,0.47452075679304234,8095,168.66885129873253,396.3165574350634,7530.014591266204,7529.540070509411,V4,Linen,Organza,Biba Organza Saree,Handwash Separately,C7,B2,no,no,Tie-Dyed,7440921,C7,ST18B,8000-8999
2023-03-31,Aiba,8619164146,ST05,C,4794,P33,R3,0,0.0,0,0.0,0.0,0.0,0.0,V5,Cotton,Crepe,Aiba Crepe Saree,Handwash Separately,C7,B2,no,no,Woven,8619164,C7,ST05C,4000-4999
2023-03-10,Aiba,9883194614,ST28,C,9134,P26,R3,-1,-0.4865524091147799,-9134,-99.84522962626758,-451.70773851868665,-8582.447031855047,-8581.960479445932,V6,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C5,B2,yes,no,Embroidered,9883194,C5,ST28C,9000-9999
2023-03-13,Ciba,6101886199,ST28,B,6659,P36,R3,1,0.49486097515800975,6659,968.700211178727,284.5149894410637,5405.78479938021,5405.2899384050515,V7,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C1,B3,no,no,Printed,6101886,C1,ST28B,6000-6999
2023-01-08,Biba,1971586180,ST32,B,5648,P23,R3,1,0.4586162031768291,5648,891.8605498884048,237.80697250557978,4518.332477606016,4517.87386140284,V8,Cotton,Plain,Biba Plain Saree,Handwash Separately,C5,B3,no,no,Embroidered,1971586,C5,ST32B,5000-5999
2023-02-14,Biba,5610516011,ST27,C,1043,P9,R4,1,0.4825474186178087,1043,263.1326522172066,38.99336738913967,740.8739803936537,740.3914329750359,V9,Cotton/Silk,Plain,Biba Plain Saree,Dry Clean only,C8,B3,yes,no,Printed,5610516,C8,ST27C,1000-1999
2023-03-01,Aiba,9068905646,ST39,C,9696,P1,R4,1,0.4986190361603904,9696,24.042478703687877,483.59787606481564,9188.359645231496,9187.861026195336,V10,Cotton,Organza,Aiba Organza Saree,Handwash Separately,C4,B4,yes,no,Woven,9068905,C4,ST39C,9000-9999
2023-04-01,Ciba,3364150889,ST18,B,8554,P9,R4,1,0.4953686072082076,8554,1915.444501548871,331.92777492255647,6306.6277235285725,6306.132354921364,V1,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C9,B1,no,no,Woven,3364150,C9,ST18B,8000-8999
2023-03-23,Aiba,4309322267,ST14,B,2177,P2,R4,1,0.4549867205437191,2177,492.0949823653335,84.24525088173333,1600.6597667529331,1600.2047800323894,V2,Cotton,Organza,Aiba Organza Saree,Handwash Separately,C6,B1,yes,no,Printed,4309322,C6,ST14B,2000-2999
2023-03-03,Ciba,1962548747,ST11,A,9718,P39,R4,1,0.47665938749650183,9718,905.0566652552416,440.64716673723797,8372.29616800752,8371.819508620025,V3,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C1,B1,no,no,Woven,1962548,C1,ST11A,9000-9999
2023-02-08,Biba,9046124532,ST37,C,8355,P39,R4,1,0.4692752568612655,8355,2363.8092231210267,299.5595388439487,5691.631238035025,5691.161962778163,V4,Cotton,Plain,Biba Plain Saree,Handwash Separately,C7,B2,no,no,Embroidered,9046124,C7,ST37C,8000-8999
2023-03-28,Biba,1429463820,ST10,B,6627,P33,R3,-1,-0.494913016634827,-6627,-1656.2250122271832,-248.53874938864084,-4722.2362383841755,-4721.74132536754,V5,Cotton,Crepe,Biba Crepe Saree,Handwash Separately,C3,B2,no,no,Woven,1429463,C3,ST10B,6000-6999
2023-03-26,Ciba,1923415583,ST04,B,4430,P25,R3,1,0.47793247009356365,4430,878.8781775224078,177.5560911238796,3373.5657313537126,3373.087798883619,V6,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C1,B2,no,no,Woven,1923415,C1,ST04B,4000-4999
2023-01-11,Ciba,2831662108,ST05,C,4565,P12,R3,0,0.0,0,0.0,0.0,0.0,0.0,V7,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C8,B3,no,no,Tie-Dyed,2831662,C8,ST05C,4000-4999
2023-03-18,Aiba,2097250207,ST18,C,9975,P10,R4,1,0.4635239932416837,9975,676.7346782138289,464.9132660893086,8833.352055696863,8832.888531703622,V8,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C1,B3,yes,no,Embroidered,2097250,C1,ST18C,9000-9999
2023-02-13,Ciba,9691075982,ST28,C,7448,P9,R3,0,0.0,0,0.0,0.0,0.0,0.0,V9,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C6,B3,no,no,Embroidered,9691075,C6,ST28C,7000-7999
2023-03-23,Aiba,3787625065,ST32,C,6464,P23,R3,1,0.4647758264665882,6464,814.8630171575899,282.4568491421205,5366.68013370029,5366.215357873823,V10,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C10,B4,no,no,Printed,3787625,C10,ST32C,6000-6999
2023-02-27,Aiba,3157115384,ST04,B,9071,P30,R3,1,0.45144215443751606,9071,1742.5253643902547,366.4237317804873,6962.0509038292585,6961.599461674821,V1,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C9,B1,no,no,Tie-Dyed,3157115,C9,ST04B,9000-9999
2023-03-08,Ciba,8303065623,ST29,C,8381,P3,R4,1,0.49300440527096095,8381,660.7398688898477,386.0130065555077,7334.247124554645,7333.754120149374,V2,Cotton,Crepe,Ciba Crepe Saree,Handwash Separately,C9,B1,no,no,Printed,8303065,C9,ST29C,8000-8999
2023-04-06,Aiba,9142609301,ST10,A,2948,P18,R3,1,0.49738239205028734,2948,468.332682971343,123.98336585143286,2355.683951177224,2355.1865687851737,V3,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C5,B1,yes,no,Woven,9142609,C5,ST10A,2000-2999
2023-04-08,Ciba,1533698526,ST34,A,8769,P33,R2,1,0.49489634296293267,8769,1108.9679203329274,383.0016039833537,7277.0304756837195,7276.535579340756,V4,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C6,B2,yes,no,Tie-Dyed,1533698,C6,ST34A,8000-8999
2023-03-16,Biba,5374424662,ST34,B,9941,P35,R2,1,0.49017952960815203,9941,1540.1562510415424,420.0421874479229,7980.801561510535,7980.311381980927,V5,Cotton,Plain,Biba Plain Saree,Handwash Separately,C2,B2,no,no,Embroidered,5374424,C2,ST34B,9000-9999
2023-04-11,Aiba,8006463929,ST29,B,9693,P16,R4,1,0.4895920997582154,9693,1628.1385128251559,403.2430743587422,7661.618412816102,7661.128820716344,V6,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C4,B2,yes,no,Tie-Dyed,8006463,C4,ST29B,9000-9999
2023-02-27,Aiba,9149561510,ST28,B,4972,P38,R3,1,0.47738698529290113,4972,586.9637317994261,219.25181341002872,4165.784454790546,4165.307067805254,V7,Cotton,Crepe,Aiba Crepe Saree,Handwash Separately,C9,B3,no,no,Embroidered,9149561,C9,ST28B,4000-4999
2023-03-07,Ciba,2854480362,ST31,A,1178,P3,R1,1,0.4736003828847357,1178,234.31921660862264,47.18403916956888,896.4967442218085,896.0231438389238,V8,Modal,Plain,Ciba Plain Saree,Handwash Separately,C5,B3,yes,no,Tie-Dyed,2854480,C5,ST31A,1000-1999
2023-01-08,Ciba,1323410944,ST12,B,5526,P28,R4,1,0.49862877652565857,5526,1030.413420306478,224.7793289846761,4270.807250708846,4270.30862193232,V9,Modal,Other,Ciba Other Saree,Handwash Separately,C8,B3,yes,no,Tie-Dyed,1323410,C8,ST12B,5000-5999
2023-04-10,Ciba,7480363950,ST06,C,6325,P37,R3,1,0.48111962110176726,6325,230.07010932774048,304.746494533613,5790.1833961386465,5789.702276517544,V10,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C6,B4,no,no,Printed,7480363,C6,ST06C,6000-6999
2023-02-07,Ciba,5209661448,ST29,A,8749,P18,R4,1,0.47667271348460133,8749,684.7307922392605,403.213460388037,7661.055747372703,7660.579074659218,V1,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C7,B1,yes,no,Tie-Dyed,5209661,C7,ST29A,8000-8999
2023-01-16,Biba,6815327649,ST07,A,8872,P14,R1,1,0.4845819673602267,8872,279.34888776453386,429.63255561177334,8163.018556623692,8162.533974656332,V2,Cotton,Crepe,Biba Crepe Saree,Handwash Separately,C7,B1,no,no,Embroidered,6815327,C7,ST07A,8000-8999
2023-01-17,Biba,7810760892,ST08,A,1302,P9,R3,1,0.4877876307570712,1302,293.1662848895499,50.44168575552251,958.3920293549277,957.9042417241706,V3,Cotton,Plain,Biba Plain Saree,Handwash Separately,C6,B1,yes,no,Printed,7810760,C6,ST08A,1000-1999
2023-03-18,Aiba,3759368860,ST12,A,5745,P33,R4,1,0.4749001992797041,5745,882.4055031937727,243.12972484031138,4619.464771965916,4618.9898717666365,V4,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C10,B2,no,no,Printed,3759368,C10,ST12A,5000-5999
2023-03-19,Biba,5594289919,ST33,C,5568,P3,R1,0,0.0,0,0.0,0.0,0.0,0.0,V5,Cotton,Plain,Biba Plain Saree,Handwash Separately,C6,B2,yes,no,Woven,5594289,C6,ST33C,5000-5999
2023-02-08,Ciba,6839010046,ST27,C,9694,P25,R4,1,0.45713607021119235,9694,2752.4834332099363,347.07582833950323,6594.44073845056,6593.983602380349,V6,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C7,B2,yes,no,Woven,6839010,C7,ST27C,9000-9999
2023-02-20,Biba,2069004446,ST01,C,8114,P19,R2,1,0.47671916332444036,8114,1804.5028962958154,315.47485518520926,5994.022248518976,5993.5455293556515,V7,Cotton,Plain,Biba Plain Saree,Handwash Separately,C1,B3,yes,no,Woven,2069004,C1,ST01C,8000-8999
2023-02-08,Biba,8014507859,ST30,B,1621,P37,R1,1,0.4940972047619783,1621,230.2414980217714,69.53792509891143,1321.2205768793172,1320.726479674555,V8,Cotton,Plain,Biba Plain Saree,Handwash Separately,C1,B3,yes,no,Embroidered,8014507,C1,ST30B,1000-1999
2023-01-31,Biba,5061290029,ST22,A,6014,P1,R3,1,0.484013661326213,6014,1457.1841443278515,227.8407927836074,4328.975062888541,4328.491049227215,V9,Cotton,Plain,Biba Plain Saree,Handwash Separately,C8,B3,yes,no,Printed,5061290,C8,ST22A,6000-6999
2023-01-06,Ciba,8630505607,ST21,C,2888,P17,R2,1,0.47751231944873795,2888,682.8327944199592,110.25836027900205,2094.908845301039,2094.4313329815905,V10,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C2,B4,no,no,Woven,8630505,C2,ST21C,2000-2999
2023-04-08,Biba,9099372125,ST07,A,1128,P24,R1,1,0.4719220777498594,1128,203.04571201294672,46.24771439935267,878.7065735877006,878.2346515099508,V1,Cotton,Plain,Biba Plain Saree,Handwash Separately,C1,B1,no,no,Printed,9099372,C1,ST07A,1000-1999
2023-03-10,Ciba,3657255564,ST31,B,4151,P27,R1,1,0.4552930573625411,4151,87.14624760272915,203.19268761986356,3860.6610647774073,3860.2057717200446,V2,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C4,B1,no,no,Embroidered,3657255,C4,ST31B,4000-4999
2023-03-31,Ciba,1796179796,ST15,C,1027,P5,R3,0,0.0,0,0.0,0.0,0.0,0.0,V3,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C1,B1,no,no,Woven,1796179,C1,ST15C,1000-1999
2023-01-26,Ciba,9487834453,ST15,A,6597,P26,R3,1,0.4745350686190375,6597,1130.4785129369182,273.32607435315407,5193.195412709928,5192.720877641309,V4,Cotton,Organza,Ciba Organza Saree,Handwash Separately,C5,B2,no,no,Embroidered,9487834,C5,ST15A,6000-6999
2023-04-08,Ciba,3200591655,ST10,B,6473,P24,R3,1,0.4993615087832456,6473,1779.9684316162716,234.65157841918645,4458.379989964543,4457.8806284557595,V5,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C5,B2,yes,no,Printed,3200591,C5,ST10B,6000-6999
2023-01-08,Aiba,2449810210,ST39,C,9856,P32,R4,1,0.45095526685883824,9856,2950.8019463517016,345.259902682415,6559.938150965884,6559.4871956990255,V6,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C7,B2,no,no,Printed,2449810,C7,ST39C,9000-9999
2023-03-03,Ciba,4421578278,ST20,B,6049,P9,R3,1,0.48891655941289347,6049,273.0101118742613,288.79949440628695,5487.190393719452,5486.701477160039,V7,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C3,B3,yes,no,Tie-Dyed,4421578,C3,ST20B,6000-6999
2023-02-15,Aiba,3745004249,ST33,B,8443,P14,R1,1,0.4731744730326051,8443,515.8969697936964,396.3551515103152,7530.747878695988,7530.274704222956,V8,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C1,B3,no,no,Embroidered,3745004,C1,ST33B,8000-8999
2023-03-03,Aiba,8085876303,ST40,A,6698,P12,R2,1,0.48570223550009495,6698,983.6851144622575,285.7157442768871,5428.599141260855,5428.113439025355,V9,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C1,B3,no,no,Tie-Dyed,8085876,C1,ST40A,6000-6999
2023-01-07,Ciba,1699354280,ST26,B,1706,P19,R2,1,0.4589527963775216,1706,476.68964435111354,61.46551778244432,1167.844837866442,1167.3858850700644,V10,Cotton,Crepe,Ciba Crepe Saree,Handwash Separately,C1,B4,yes,no,Printed,1699354,C1,ST26B,1000-1999
2023-02-21,Aiba,3309318261,ST14,C,3119,P19,R4,1,0.4761161234164908,3119,349.6111800779834,138.46944099610081,2630.9193789259157,2630.4432628024992,V1,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C10,B1,no,no,Embroidered,3309318,C10,ST14C,3000-3999
2023-02-13,Aiba,9465110409,ST36,A,3502,P34,R1,1,0.4924664166360592,3502,391.6794502898193,155.51602748550906,2954.804522224672,2954.312055808036,V2,Linen,Plain,Aiba Plain Saree,Handwash Separately,C2,B1,no,no,Tie-Dyed,9465110,C2,ST36A,3000-3999
2023-01-25,Aiba,4480786062,ST06,B,2173,P16,R3,1,0.46659898720652027,2173,324.1297514856954,92.44351242571524,1756.4267360885895,1755.960137101383,V3,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C8,B1,yes,no,Woven,4480786,C8,ST06B,2000-2999
2023-02-08,Aiba,9867713468,ST17,A,2488,P30,R4,1,0.46972390957000865,2488,199.50900495803467,114.42454975209826,2174.066445289867,2173.596721380297,V4,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C5,B2,yes,no,Embroidered,9867713,C5,ST17A,2000-2999
2023-01-11,Biba,3250458440,ST19,C,7670,P16,R1,0,0.0,0,0.0,0.0,0.0,0.0,V5,Cotton,Crepe,Biba Crepe Saree,Handwash Separately,C4,B2,yes,no,Printed,3250458,C4,ST19C,7000-7999
2023-02-19,Aiba,6334030576,ST39,A,1888,P18,R4,1,0.4532004071253886,1888,450.57676508399715,71.87116174580015,1365.5520731702027,1365.0988727630772,V6,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C3,B2,yes,no,Embroidered,6334030,C3,ST39A,1000-1999
2023-01-22,Ciba,4898250046,ST06,A,7688,P25,R3,1,0.48602456117453835,7688,462.37688558122477,361.2811557209388,6864.341958697836,6863.855934136662,V7,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C2,B3,no,no,Woven,4898250,C2,ST06A,7000-7999
2023-02-21,Biba,4813568564,ST19,C,5250,P27,R1,1,0.48861717270217647,5250,629.3295914186483,231.0335204290676,4389.636888152284,4389.148270979582,V8,Cotton,Satin,Biba Satin Saree,Handwash Separately,C8,B3,yes,no,Embroidered,4813568,C8,ST19C,5000-5999
2023-03-06,Biba,8202998114,ST26,C,9979,P31,R2,1,0.4910120609607867,9979,1021.366160333315,447.8816919833343,8509.752147683352,8509.261135622392,V9,Cotton,Satin,Biba Satin Saree,Handwash Separately,C10,B3,yes,no,Woven,8202998,C10,ST26C,9000-9999
2023-03-18,Ciba,2657055126,ST40,A,9526,P8,R2,1,0.48339159993412306,9526,1794.483431818648,386.57582840906764,7344.940739772284,7344.45734817235,V10,Modal,Plain,Ciba Plain Saree,Handwash Separately,C6,B4,no,no,Printed,2657055,C6,ST40A,9000-9999
2023-02-04,Ciba,9547438182,ST24,A,9915,P8,R2,1,0.4584295422055228,9915,2550.318834464506,368.2340582767747,6996.447107258719,6995.988677716514,V1,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C9,B1,no,no,Embroidered,9547438,C9,ST24A,9000-9999
2023-04-10,Aiba,3667174211,ST07,A,4611,P25,R1,1,0.4961386676489354,4611,122.77926251825485,224.41103687408727,4263.809700607658,4263.313561940009,V2,Cotton,Chiffon,Aiba Chiffon Saree,Handwash Separately,C8,B1,yes,no,Woven,3667174,C8,ST07A,4000-4999
2023-03-03,Biba,3544633218,ST10,B,8994,P3,R3,1,0.4942764663869695,8994,866.9156419543692,406.35421790228156,7720.73014014335,7720.235863676962,V3,Cotton,Satin,Biba Satin Saree,Handwash Separately,C3,B1,yes,no,Tie-Dyed,3544633,C3,ST10B,8000-8999
